index,Protein,rots_pvalues,rots_fdr,rots_logfc,rots_d
1,1,0.9034629657117411,0.9547383309759547,-0.38742971179648755,0.1264537774787435
2,2,0.8394378061451685,0.9224983649444081,0.7616193751943268,-0.21139570016677545
3,3,0.42623571322547127,0.6590637688082159,-0.056034356481703185,0.8261692381108457
4,4,0.8041984562861808,0.9059356136820925,-0.014299632101158366,0.2586977912733145
5,5,0.9344099747662165,0.9705201419972218,0.014457685241040963,-0.0857322544581849
6,6,0.31394500519519075,0.5553337136337707,-0.299800011055984,-1.0432671130861977
7,7,0.1747632477363812,0.4083607907742998,-0.15117967157222978,1.4003980351163035
8,8,0.7016709959922814,0.8500996918615189,0.016484482135428635,-0.39905554351405526
9,9,0.13822472910791153,0.358508604206501,0.10306237628734927,-1.5277557039336354
10,10,0.9500734748404335,0.9781312127236581,0.493349862597503,0.06515247981108173
11,11,0.47634555440106874,0.7023622047244094,-0.6005983505200447,0.7404018392442921
12,12,0.5360587056553362,0.7437946992006731,0.02277077635221403,-0.6438964340395866
13,13,0.9885898767997625,0.9945497984172018,0.026720982959487216,-0.015016098129605577
14,14,0.8416613477809114,0.924069235793599,-0.013701964558123336,0.20838093590409343
15,15,0.26501076146652813,0.5077827191867852,0.12537804443302036,-1.1533885629796399
16,16,0.2878636633516402,0.5276442307692308,-0.7802789455844312,1.1006397885500743
17,17,0.13547239127207955,0.355866731047803,-1.8572517587685686,1.5382434021470794
21,21,0.15913351640195933,0.3876970227670753,1.2278937045212714,-1.452309819660417
23,23,0.18471278016921477,0.4155151993683379,0.26795164597600163,-1.369060120024601
25,25,0.3433419919845629,0.5851611156241538,0.16970121950265238,-0.9826636626272054
26,26,0.4028105981891049,0.636307767944936,0.37836930382967715,-0.8686291223275862
27,27,0.7188462965711742,0.8586471533107264,2.0893247530593646,0.3751951543734245
28,28,0.11413054772153777,0.3323336968375136,0.15096146909561448,-1.6268228826458029
29,29,0.16360620454208105,0.3949290932531156,0.31976455741484777,-1.4371111271006534
30,30,0.6280083865221909,0.8023969319271332,-0.05002345463043412,0.5046641379471949
31,31,0.10215748849636337,0.3173134328358209,0.23207666226740464,-1.6824785733474985
32,32,0.18588132700014842,0.41669948798739664,0.19356718053845512,-1.3654474911746326
33,33,0.7946845777052101,0.901738983623164,0.029587150844205823,-0.2715469012691042
34,34,0.8408249220721389,0.9235543939888925,0.007399077326686765,-0.20951646265205326
35,35,0.1808583197268814,0.41522351993556184,0.12382992656658054,-1.3810279979651443
36,36,0.5493075552916729,0.7504659349761855,0.5254646058226626,-0.6232604617477403
37,37,0.2734830043045866,0.5155424308361828,-0.4350604988228213,-1.1333817151518386
38,38,0.10951610509128692,0.3277809147374365,-0.3300786111353524,1.6476123438618737
39,39,0.6314227400920291,0.8041108986615679,-0.16790581705618202,0.4998036597601421
40,40,0.6628499332046905,0.8268726591760299,-0.02800388081101346,0.4541337914231129
41,41,0.2628781356686953,0.5068888176866388,-1.7917934630687018,1.158571110364883
42,42,0.9701591954876058,0.9877588030829682,0.002297288497947747,-0.03899607289373927
43,43,0.0003083716787887784,0.05,0.22199144579360564,-3.771818563803713
44,44,0.12913351640195933,0.35196374622356497,0.2807323517872291,-1.5631777435815666
45,45,0.39228180198901585,0.6285035035035036,0.06633435124504494,-0.8880322866791818
46,46,0.08752894463411014,0.29589131875414176,0.25725636203302216,-1.7586671709189623
47,47,0.5947799465637524,0.7784797630799605,1.9086289933311775,-0.5539281398760971
49,49,0.43371901439810007,0.6656797726196115,0.04743496712338313,-0.8129934846470144
50,50,0.05399992578298946,0.2429951690821256,0.07836258239742477,-1.9827711166919597
51,51,0.32192556033842956,0.5648512071869736,-0.0739253118597265,-1.0263418912692146
52,52,0.19421070209291968,0.4271270507439908,-1.3383239268285099,1.3407050436475647
